date,timestamp,symbol,address,supply APR,borrow APR,supplied,borrowed,liquidityIndex,variableBorrowIndex,price
2025-09-21T00:00:00.000Z,1758412800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.129902621717621,6.416068096617034,160430529.692742,142524639.897476,1.16237748377852613242669156,1.22715619518808315532826376,0.99974848
2025-09-20T00:00:00.000Z,1758326400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.091766982240112,6.392175128173124,160009721.204181,141620106.942149,1.162216114613440186377810489,1.226941841337481890569944202,0.99971547
2025-09-19T00:00:00.000Z,1758240000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.219734937392583,6.472001852591555,157747658.135536,141362946.214373,1.162056035596627536567349683,1.226728616783128336742708954,0.99976993
2025-09-18T00:00:00.000Z,1758153600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.143634492826926,6.424649776088863,157685375.30691,140273318.093177,1.161894091524659495405715768,1.226513891494121744547548803,0.99978
2025-09-17T00:00:00.000Z,1758067200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.20610016177756,6.463543420797986,155854013.407132,139483303.27777,1.161728677463363882909323705,1.226296889271665582522543211,0.99976495
2025-09-16T00:00:00.000Z,1757980800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.670475067459482,6.122022780148639,155017459.19781,131404169.107708,1.161577488188311287371490405,1.226088980896308970733925571,0.9998499
2025-09-15T00:00:00.000Z,1757894400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.558071962708721,6.047905533641308,156322764.364951,130906862.445957,1.161430534806160433707691829,1.225884478633887650238002827,0.99977351
2025-09-14T00:00:00.000Z,1757808000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.499296100598592,6.008785463982749,155991797.018426,129784187.764303,1.161287549591117441242677604,1.22568302663726792571118247,0.99972897
2025-09-13T00:00:00.000Z,1757721600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.922201522081364,6.284838310557698,153975321.985806,133990814.711572,1.161144540104701299048465905,1.225481301786004327448768626,0.99980965
2025-09-12T00:00:00.000Z,1757635200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.978127542263974,6.3204416623269495,151753024.514932,132806255.759227,1.160989645778921064450506762,1.225271450961766755341784093,0.99981612
2025-09-11T00:00:00.000Z,1757548800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.931588259539217,6.2908282163314535,149612585.505959,130320262.817411,1.160835547904367448524533778,1.225062256593964814059003894,0.9998108
2025-09-10T00:00:00.000Z,1757462400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,6.370068772252814,7.835231142664208,145562505.443284,131493866.461011,1.160659186039340842207996751,1.224830500222175262657269832,0.99984152
2025-09-09T00:00:00.000Z,1757376000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.042665437660874,6.361279849842018,147807768.815911,130189356.630232,1.160477297413975879671835724,1.224593371563792161869561745,0.99988
2025-09-08T00:00:00.000Z,1757289600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.045956986673469,6.363355681005912,146274289.066148,128880700.482877,1.160317126281658138822756588,1.224380112008051956016836696,0.99985785
2025-09-07T00:00:00.000Z,1757203200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.117208052251841,6.408124876215063,145034861.579072,128687827.221043,1.160158589117389939881563945,1.224167916388187282814726723,0.9998213
2025-09-06T00:00:00.000Z,1757116800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.664877501370884,6.984288713334706,145094062.479476,130760569.121948,1.159989582098196667087653005,1.223946663027855548713886921,0.99983046
2025-09-05T00:00:00.000Z,1757030400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.771254377859586,6.1877209121029795,143644798.385888,123070534.837458,1.159799369123740840492029874,1.223695020181743924445488502,0.99986
2025-09-04T00:00:00.000Z,1756944000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.752765809843691,6.175720561668878,144897161.034066,123902935.429908,1.159649382408222832998321974,1.223488841628992917994100743,0.9998436
2025-09-03T00:00:00.000Z,1756857600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.65796762749539,6.113820232374466,143473422.008618,121455661.256641,1.159499134149805501690546566,1.223282316176328772126231643,0.9998624
2025-09-02T00:00:00.000Z,1756771200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.908008477701393,6.275770909384602,144706563.299041,125744525.927216,1.159344027871833499388969089,1.223072664338760951613048703,0.99987998
2025-09-01T00:00:00.000Z,1756684800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.147163092609784,6.426853474647699,142404614.009533,126723341.192357,1.15918448041035794591706422,1.222859904807760275588312462,0.99987135
2025-08-31T00:00:00.000Z,1756598400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,7.114363122979668,8.729124333937339,140945847.387009,127638552.039508,1.159017960488004706906892668,1.222641044419168708222939165,0.99986867
2025-08-30T00:00:00.000Z,1756512000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,11.54740654016469,13.966411212851346,141066650.749746,129593820.796261,1.1587847994495832072180554,1.222339787264292847780448774,0.99985311
2025-08-29T00:00:00.000Z,1756425600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,8.362279006564757,10.218274243044657,139592274.729924,126932713.065838,1.158569941094548848886236996,1.222061324002256059468261982,0.99983805
2025-08-28T00:00:00.000Z,1756339200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.169105971152058,6.440538066508533,142520077.384956,127096378.288036,1.158387875379201390270659343,1.221824245574956813310498772,0.99984699
2025-08-27T00:00:00.000Z,1756252800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.07976908780097,6.384640054226471,143021512.058169,126436841.227447,1.158225683741495981582579016,1.221609746316717118137110632,0.99986
2025-08-26T00:00:00.000Z,1756166400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.083326235697334,6.3868751255891505,142449581.059372,125974787.280512,1.158067795228807362819330781,1.221398326182277098621748394,0.99986147
2025-08-25T00:00:00.000Z,1756080000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.437403802728334,6.708958438782574,139078762.431817,125245065.247208,1.157896505758677065890176427,1.221174512743154654463434606,0.99985324
2025-08-24T00:00:00.000Z,1755993600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.108209974257745,6.402488540029733,139464784.445088,123636896.880538,1.157720454125187043213541805,1.220944992035568870286196619,0.99982931
2025-08-23T00:00:00.000Z,1755907200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.596123670080585,6.901114111975569,137674358.402834,124045191.944868,1.157532156527144835132912531,1.220699811472947920345770778,0.99986997
2025-08-22T00:00:00.000Z,1755820800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,7.8596524296330825,9.619916630198903,135869525.442188,123344381.142457,1.157315109438562646750582993,1.220418861634370912113006729,0.99991879
2025-08-21T00:00:00.000Z,1755734400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.938425133752575,6.29518768056906,136511513.446096,118990547.113536,1.157090503697265042278665316,1.220126353583279792804226478,0.99986636
2025-08-20T00:00:00.000Z,1755648000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.887461363838597,7.2533026130000176,134613052.985036,121407121.79608,1.156926785240792008501530021,1.219906006053999931978176911,0.99989576
2025-08-19T00:00:00.000Z,1755561600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,10.981996771002551,13.306456267018538,128203258.076814,117566452.090446,1.15671172291461616887274373,1.219626664476109949128957609,0.99989421
2025-08-18T00:00:00.000Z,1755475200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.428639084624445,5.961418147550013,138638480.894195,114437153.033549,1.15652066354828779038854874,1.219364901634519461531642995,0.99989
2025-08-17T00:00:00.000Z,1755388800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.874522777256284,6.254325878571701,132255203.123355,114532017.945185,1.15637541565531580486591484,1.219162365075062266834514486,0.9998566
2025-08-16T00:00:00.000Z,1755302400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,5.202057317197342,6.461033937530651,131533368.882505,117670756.771467,1.156212810471385926899109359,1.21894437706074460880802113,0.99984
2025-08-15T00:00:00.000Z,1755216000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.210068898439739,5.346674240313965,131230140.972659,114815730.930673,1.156069645423518066370398069,1.218754014130069633203981749,0.99980156
2025-08-14T00:00:00.000Z,1755129600,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.408917033385755,5.471483455224988,129286426.436201,115756514.523742,1.155928856712734378372002469,1.218569034286690087068579538,0.99984
2025-08-13T00:00:00.000Z,1755043200,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,6.991121363329249,8.558319684704156,131238526.386699,119120664.853626,1.155688958446366685030473435,1.218260489966593890800892374,0.99986
2025-08-12T00:00:00.000Z,1754956800,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.326733533493713,5.420248575162538,128389184.385957,113876290.503644,1.155462584983741327806599023,1.217970388303734277159029682,0.99982253
2025-08-11T00:00:00.000Z,1754870400,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.124874005710518,5.292300187440588,129665795.169861,112293333.333072,1.155284177512924548919970853,1.217738739352022714258570708,0.99984
2025-08-10T00:00:00.000Z,1754784000,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,4.020429540658987,5.224868315035492,131835693.556576,112717878.3842,1.15515846201900972316301443,1.217565441212620141096109832,0.99984804
