date,timestamp,symbol,address,supply APR,borrow APR,supplied,borrowed,liquidityIndex,variableBorrowIndex,price
2025-09-21T00:00:00.000Z,1758412800,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.1204610754215647,5.009583636887298,91036826.017935,63008289.460702,1.181293395336184001389295109,1.253957265470585025443546354,1.00047053
2025-09-20T00:00:00.000Z,1758326400,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.198686647460742,5.072011455365658,90633988.726903,63510181.78625,1.181189037021829620541497874,1.253782430714417680431218151,1.00027171
2025-09-19T00:00:00.000Z,1758240000,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.1914553099338216,5.066316317734322,89970696.552288,62973990.331984,1.181084862980492187241580808,1.253607702616030637981898193,1.0004
2025-09-18T00:00:00.000Z,1758153600,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.1894240352488876,5.064768331354348,88953981.572045,62241701.037207,1.180982214837466583247448822,1.253434229921163439879763928,1.00024
2025-09-17T00:00:00.000Z,1758067200,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.2519757472840567,5.114193496335851,88944418.701575,62842321.306525,1.180877821096798682218124583,1.253258963856368690825950109,1.00021674
2025-09-16T00:00:00.000Z,1757980800,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.442680915997621,5.262248444995944,85547020.987392,62186217.023284,1.180774351491677276570161262,1.253084736709057309758822932,1.00028943
2025-09-15T00:00:00.000Z,1757894400,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.5107812048397906,5.314006940766675,86007505.14768,63136686.720268,1.180661936477275886722199116,1.252903503318955251828396775,1.00041
2025-09-14T00:00:00.000Z,1757808000,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.576774200586066,5.36377122465392,85292211.278696,63196700.578351,1.180548030004639062750441487,1.252721032486428678979502816,1.00044
2025-09-13T00:00:00.000Z,1757721600,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.6176262185404684,5.394224644891695,86529344.863049,64479115.114363,1.180433747091016735556133096,1.252538030865466086741532983,1.00026537
2025-09-12T00:00:00.000Z,1757635200,USDt,0x9702230A8Ea53601f5cD2dc00fDBc13d4dF4A8c7,3.486240782576696,5.295387681489073,86205512.543065,63060628.670439,1.180322992920245665514349337,1.252357947979951937502692526,1.00016544
