date,timestamp,symbol,address,supply APR,borrow APR,supplied,borrowed,liquidityIndex,variableBorrowIndex,price
2025-09-21T00:00:00.000Z,1758412800,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.946022772310813,6.30075622598691,112235311.673157,97894203.3272,1.19771053926073630109829313,1.273439251914570154858262887,1.00041
2025-09-20T00:00:00.000Z,1758326400,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.734365928347864,6.164458659767515,113559056.271198,96906436.482926,1.197554942169672342012471741,1.273223889401395975871468158,1.00039
2025-09-19T00:00:00.000Z,1758240000,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.661898086459326,6.117093276887804,114287760.585012,96779030.99884,1.19740097788233389045316682,1.273009741894327527887781762,1.00034
2025-09-18T00:00:00.000Z,1758153600,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.953169931069531,6.305319930931677,110285165.355451,96262703.16118,1.197246206936413419296779148,1.272795338951829149761931163,1.00036639
2025-09-17T00:00:00.000Z,1758067200,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,5.072927346071867,6.381097510938965,109124040.938404,96393682.2062,1.197075878910965556122347702,1.272567897691282242201178148,1.00022423
2025-09-16T00:00:00.000Z,1757980800,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.445356388303976,5.97336253444137,110139700.04288,91074393.21409,1.196919056760503383552251908,1.272351735787744266333467774,1.00038409
2025-09-15T00:00:00.000Z,1757894400,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.690491684915709,6.135872472534579,106900704.976235,90800167.564567,1.196770270472970385459969898,1.272141037040253338248024533,1.00053317
2025-09-14T00:00:00.000Z,1757808000,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.62596927445027,6.09352455565553,106791438.247069,90081321.91655,1.196618568557666801420980617,1.271929048844392167401327725,1.00046924
2025-09-13T00:00:00.000Z,1757721600,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.855847483166071,6.243103883233078,105108538.633556,90837821.261457,1.196463501197701784315767708,1.271714376619818984965714239,1.00033728
2025-09-12T00:00:00.000Z,1757635200,USD₮0,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,4.7045653071691875,6.1450806880346365,105507645.214776,89751112.535559,1.196308894589103615782176188,1.271499928890954302039531102,1.00018074
