date,protocol,chain,apy,stablecoin,tvl,gasCost,bridgeFee
2024-07-01,Aave,Ethereum,3.7,USDT,264648830,19.92,0
2024-07-01,Aave,Ethereum,3.56,DAI,267830035,22.83,0
2024-07-01,Aave,Arbitrum,4.12,USDT,274072516,2.39,6.46
2024-07-01,Aave,Arbitrum,4.09,DAI,246117308,2.11,5.56
2024-07-01,Aave,Optimism,4.6,USDC,240209235,1.74,2.01
2024-07-01,Aave,Optimism,4.49,USDT,244512469,1.39,2.73
2024-07-01,Aave,Optimism,3.99,DAI,239923035,1.58,4.07
2024-07-01,Aave,Polygon,3.48,USDC,233868152,0.98,3.07
2024-07-01,Aave,Polygon,5.0,USDT,240248689,0.9,2.91
2024-07-01,Aave,Polygon,4.14,DAI,240294808,0.87,3.1
2024-07-01,Aave,Base,4.63,USDC,266916470,1.27,4.42
2024-07-01,Aave,Base,4.06,USDT,284369798,1.55,5.84
2024-07-01,Aave,Base,4.58,DAI,255144489,1.54,4.4
2024-07-01,Compound,Ethereum,3.17,USDC,166358395,16.52,0
2024-07-01,Compound,Ethereum,3.29,USDT,193105112,17.04,0
2024-07-01,Compound,Ethereum,3.07,DAI,184809160,18.09,0
2024-07-01,Compound,Arbitrum,3.87,USDC,183344498,2.82,5.1
2024-07-01,Compound,Arbitrum,3.74,USDT,184512043,2.9,5.68
2024-07-01,Compound,Arbitrum,4.08,DAI,174842360,2.8,5.05
2024-07-01,Compound,Optimism,4.44,USDC,175324762,1.25,4.57
2024-07-01,Compound,Optimism,4.16,USDT,181589560,1.81,3.82
2024-07-01,Compound,Optimism,3.49,DAI,184688972,2.02,4.58
2024-07-01,Compound,Polygon,4.61,USDC,183582867,0.99,2.68
2024-07-01,Compound,Polygon,4.39,USDT,191191305,0.66,3.03
2024-07-01,Compound,Polygon,3.96,DAI,188028186,0.9,2.38
2024-07-01,Compound,Base,3.84,USDC,171288476,1.19,3.29
2024-07-01,Compound,Base,4.36,USDT,191563117,1.71,4.26
2024-07-01,Compound,Base,4.26,DAI,184854995,1.54,3.6
2024-07-01,Curve,Ethereum,5.42,USDT,323272707,15.4,0
2024-07-01,Curve,Ethereum,5.76,DAI,326903774,17.75,0
2024-07-01,Curve,Arbitrum,8.3,USDC,320026965,2.29,3.3
2024-07-01,Curve,Arbitrum,6.67,USDT,288977152,3.1,3.63
2024-07-01,Curve,Arbitrum,6.49,DAI,280755337,2.02,5.78
2024-07-01,Curve,Optimism,7.79,USDC,322099604,1.75,3.28
2024-07-01,Curve,Optimism,7.32,USDT,338811748,1.38,3.8
2024-07-01,Curve,Optimism,6.03,DAI,315880459,2.06,2.62
2024-07-01,Curve,Polygon,6.68,USDC,326888548,1.01,3.44
2024-07-01,Curve,Polygon,6.39,USDT,334718460,0.67,3.02
2024-07-01,Curve,Polygon,7.38,DAI,320349327,1.14,3.01
2024-07-01,Curve,Base,5.77,USDC,284022221,1.07,4.25
2024-07-01,Curve,Base,5.89,DAI,295414423,1.73,4.17
2024-07-01,Uniswap V3,Ethereum,5.24,USDC,98999402,16.76,0
2024-07-01,Uniswap V3,Ethereum,7.57,USDT,100340386,14.54,0
2024-07-01,Uniswap V3,Ethereum,5.9,DAI,84633874,16.22,0
2024-07-01,Uniswap V3,Arbitrum,8.33,USDC,99921647,2.03,5.54
2024-07-01,Uniswap V3,Arbitrum,8.66,USDT,107422576,2.55,5.11
2024-07-01,Uniswap V3,Optimism,7.86,USDC,98686242,2.03,4.39
2024-07-01,Uniswap V3,Optimism,8.4,USDT,99837010,1.9,4.9
2024-07-01,Uniswap V3,Optimism,6.77,DAI,88889557,2.01,3.97
2024-07-01,Uniswap V3,Polygon,9.55,USDC,101742778,0.96,2.79
2024-07-01,Uniswap V3,Polygon,7.44,USDT,89234227,0.99,3.9
2024-07-01,Uniswap V3,Polygon,7.13,DAI,93336417,1.13,2.44
2024-07-01,Uniswap V3,Base,5.68,USDC,91934324,1.62,4.32
2024-07-01,Uniswap V3,Base,9.51,USDT,97701396,1.53,3.71
2024-07-01,Uniswap V3,Base,8.74,DAI,92345600,1.13,2.03
2024-07-01,Yearn,Ethereum,5.03,USDC,118620690,20.15,0
2024-07-01,Yearn,Ethereum,4.72,USDT,117307191,14.19,0
2024-07-01,Yearn,Ethereum,5.07,DAI,117847254,19.84,0
2024-07-01,Yearn,Arbitrum,6.03,USDC,121218600,2.48,5.19
2024-07-01,Yearn,Arbitrum,5.49,USDT,127272140,2.23,5.77
2024-07-01,Yearn,Arbitrum,4.47,DAI,123478163,3.08,4.33
2024-07-01,Yearn,Optimism,5.26,USDC,121768830,1.85,2.62
2024-07-01,Yearn,Optimism,4.35,USDT,120520903,1.96,2.64
2024-07-01,Yearn,Optimism,5.23,DAI,120783582,2.25,3.92
2024-07-01,Yearn,Polygon,7.07,USDC,117829820,1.07,2.6
2024-07-01,Yearn,Polygon,5.03,DAI,127783145,0.86,3.77
2024-07-01,Yearn,Base,5.55,USDC,121344670,1.5,4.94
2024-07-01,Yearn,Base,5.27,USDT,115173399,1.48,4.69
2024-07-01,Yearn,Base,5.1,DAI,117798271,1.16,4.56
2024-07-01,Pendle,Ethereum,11.94,USDC,77561504,19.43,0
2024-07-01,Pendle,Ethereum,7.71,USDT,77326668,19.88,0
